*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Mon Feb 20 16:13:05 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2017-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2020-Jul-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2458043.500000000, A.D. 2017-Oct-17 00:00:00.0000,  1.366612376200652E+08,  5.961719130071589E+07, -3.280995912235230E+03, -1.239375303406975E+01,  2.720492278899837E+01, -2.077599740974989E-03,  4.973406360708989E+02,  1.490989717509782E+08, -4.819921593015336E-01,
2458044.500000000, A.D. 2017-Oct-18 00:00:00.0000,  1.355699196529773E+08,  6.195867952351418E+07, -3.454185216441751E+03, -1.286767094394620E+01,  2.699470486142145E+01, -1.923815196683165E-03,  4.972016610560839E+02,  1.490573080896863E+08, -4.824509641794441E-01,
2458045.500000000, A.D. 2017-Oct-19 00:00:00.0000,  1.344378061114527E+08,  6.428162027696172E+07, -3.612270881578326E+03, -1.333804674126394E+01,  2.677559837474435E+01, -1.729785509777315E-03,  4.970625533697746E+02,  1.490156046544809E+08, -4.828949841339131E-01,
2458046.500000000, A.D. 2017-Oct-20 00:00:00.0000,  1.332652152584694E+08,  6.658524998428168E+07, -3.752258724484593E+03, -1.380460104383967E+01,  2.654771019754055E+01, -1.506830348674271E-03,  4.969233324191002E+02,  1.489738672634731E+08, -4.832203481013910E-01,
2458047.500000000, A.D. 2017-Oct-21 00:00:00.0000,  1.320524884935620E+08,  6.886881551501292E+07, -3.872156147245318E+03, -1.426707837957734E+01,  2.631117386727676E+01, -1.266674248062927E-03,  4.967840462305953E+02,  1.489321103146558E+08, -4.833331069446784E-01,
2458048.500000000, A.D. 2017-Oct-22 00:00:00.0000,  1.307999881500528E+08,  7.113157611863220E+07, -3.970972942393273E+03, -1.472524979957076E+01,  2.606614099342383E+01, -1.020685362835394E-03,  4.966447680125159E+02,  1.488903557553119E+08, -4.831528723244142E-01,
2458049.500000000, A.D. 2017-Oct-23 00:00:00.0000,  1.295080952070405E+08,  7.337280463151890E+07, -4.048665337994695E+03, -1.517891230727466E+01,  2.581277326975111E+01, -7.793356601748513E-04,  4.965055920052321E+02,  1.488486318379937E+08, -4.826140896855603E-01,
2458050.500000000, A.D. 2017-Oct-24 00:00:00.0000,  1.281772071634171E+08,  7.559178806627274E+07, -4.106044843006879E+03, -1.562788585288201E+01,  2.555123633248729E+01, -5.519280259118631E-04,  4.963666292988436E+02,  1.488069718666751E+08, -4.816650567450713E-01,
2458051.500000000, A.D. 2017-Oct-25 00:00:00.0000,  1.268077362340760E+08,  7.778782777745470E+07, -4.144674583066255E+03, -1.607200910049065E+01,  2.528169615913815E+01, -3.465716137736052E-04,  4.962280041917437E+02,  1.487654131050772E+08, -4.802652786694327E-01,
2458052.500000000, A.D. 2017-Oct-26 00:00:00.0000,  1.254001079175877E+08,  7.996023943032065E+07, -4.166771884154528E+03, -1.651113527045221E+01,  2.500431807155371E+01, -1.703367574510395E-04,  4.960898514502354E+02,  1.487239959551209E+08, -4.783820108960914E-01,
2458053.500000000, A.D. 2017-Oct-27 00:00:00.0000,  1.239547598782366E+08,  8.210835298109931E+07, -4.175128610983491E+03, -1.694512918616959E+01,  2.471926789114628E+01, -2.949401619112280E-05,  4.959523145732158E+02,  1.486827634366936E+08, -4.759868876377779E-01,
2458054.500000000, A.D. 2017-Oct-28 00:00:00.0000,  1.224721409994972E+08,  8.423151282212783E+07, -4.173052044529468E+03, -1.737386637687053E+01,  2.442671444304504E+01,  7.026707161017498E-05,  4.958155449142199E+02,  1.486417609244434E+08, -4.730534787708711E-01,
2458055.500000000, A.D. 2017-Oct-29 00:00:00.0000,  1.209527104047179E+08,  8.632907816408987E+07, -4.164319949153811E+03, -1.779723480483014E+01,  2.412683233986583E+01,  1.237462230303521E-04,  4.956797012780139E+02,  1.486010360268415E+08, -4.695565711663836E-01,
2458056.500000000, A.D. 2017-Oct-30 00:00:00.0000,  1.193969362048585E+08,  8.840042362293652E+07, -4.153134181480855E+03, -1.821513946295723E+01,  2.381980367920234E+01,  1.263759818730392E-04,  4.955449493810030E+02,  1.485606384244165E+08, -4.654739628402617E-01,
2458057.500000000, A.D. 2017-Oct-31 00:00:00.0000,  1.178052937325511E+08,  9.044493984559315E+07, -4.144047974839807E+03, -1.862750955510356E+01,  2.350581692593523E+01,  7.470283637722730E-05,  4.954114603438074E+02,  1.485206194178395E+08, -4.607914869663631E-01,
2458058.500000000, A.D. 2017-Nov-01 00:00:00.0000,  1.161782630851212E+08,  9.246203384608878E+07, -4.141834530860186E+03, -1.903430698718091E+01,  2.318506099638522E+01, -3.273128845293627E-05,  4.952794072226985E+02,  1.484810308880757E+08, -4.555115874948140E-01,
2458059.500000000, A.D. 2017-Nov-02 00:00:00.0000,  1.145163259720445E+08,  9.445112856071566E+07, -4.151263300597668E+03, -1.943553336025061E+01,  2.285771291324836E+01, -1.941565169758519E-04,  4.951489586285520E+02,  1.484419233833939E+08, -4.496646932515187E-01,
2458060.500000000, A.D. 2017-Nov-03 00:00:00.0000,  1.128199621793578E+08,  9.641166105085839E+07, -4.176763016112149E+03, -1.983123099569285E+01,  2.252391909199848E+01, -4.032512641938268E-04,  4.950202689579343E+02,  1.484033431907202E+08, -4.433207148212587E-01,
2458061.500000000, A.D. 2017-Nov-04 00:00:00.0000,  1.110896463850476E+08,  9.834307892343520E+07, -4.221984270103276E+03, -2.022147306031949E+01,  2.218377372609811E+01, -6.482456193186437E-04,  4.948934658574328E+02,  1.483653285775388E+08, -4.365957948162156E-01,
2458062.500000000, A.D. 2017-Nov-05 00:00:00.0000,  1.093258464020954E+08,  1.002448350166965E+08, -4.289326602257788E+03, -2.060634041463708E+01,  2.183730176029079E+01, -9.120982262924571E-04,  4.947686371155232E+02,  1.483279058621727E+08, -4.296486937304306E-01,
2458063.500000000, A.D. 2017-Nov-06 00:00:00.0000,  1.075290238898542E+08,  1.021163811448150E+08, -4.379543815821409E+03, -2.098588884673972E+01,  2.148445549899214E+01, -1.174153868875649E-03,  4.946458205006431E+02,  1.482910863673146E+08, -4.226639181096375E-01,
2458064.500000000, A.D. 2017-Nov-07 00:00:00.0000,  1.056996379603923E+08,  1.039571623491528E+08, -4.491550742760301E+03, -2.136011688901640E+01,  2.112512993342240E+01, -1.413045103603849E-03,  4.945250000667968E+02,  1.482548653124751E+08, -4.158248253657973E-01,
2458065.500000000, A.D. 2017-Nov-08 00:00:00.0000,  1.038381511007809E+08,  1.057666131897779E+08, -4.622502991981804E+03, -2.172894610870351E+01,  2.075919330041969E+01, -1.609919927414438E-03,  4.944061106082580E+02,  1.482192231494695E+08, -4.092857365466432E-01,
2458066.500000000, A.D. 2017-Nov-09 00:00:00.0000,  1.019450360004737E+08,  1.075441569574866E+08, -4.768129062525928E+03, -2.209222016182212E+01,  2.038652202160977E+01, -1.750895148685316E-03,  4.942890490820016E+02,  1.481841289867759E+08, -4.031528050816127E-01,
2458067.500000000, A.D. 2017-Nov-10 00:00:00.0000,  1.000207817184137E+08,  1.092892076648781E+08, -4.923215602047741E+03, -2.244971991142503E+01,  2.000702852099861E+01, -1.828104111197604E-03,  4.941736896358876E+02,  1.481495450948718E+08, -3.974783120241828E-01,
2458068.500000000, A.D. 2017-Nov-11 00:00:00.0000,  9.806589814961144E+07,  1.110011738955150E+08, -5.082123335316777E+03, -2.280118609508136E+01,  1.962067605895340E+01, -1.839424402008127E-03,  4.940598985204658E+02,  1.481154313766810E+08, -3.922664116420813E-01,
2458069.500000000, A.D. 2017-Nov-12 00:00:00.0000,  9.608091852027245E+07,  1.126794633883595E+08, -5.239241292290390E+03, -2.314634116372378E+01,  1.922748150469062E+01, -1.787426279759252E-03,  4.939475463601836E+02,  1.480817490463884E+08, -3.874846977482284E-01,
2458070.500000000, A.D. 2017-Nov-13 00:00:00.0000,  9.406640021117428E+07,  1.143234875024218E+08, -5.389337777368724E+03, -2.348490575294721E+01,  1.882751065368922E+01, -1.678114986093604E-03,  4.938365169144984E+02,  1.480484632559561E+08, -3.830762864299976E-01,
2458071.500000000, A.D. 2017-Nov-14 00:00:00.0000,  9.202292442199543E+07,  1.159326651284615E+08, -5.527807459451258E+03, -2.381660918261055E+01,  1.842087076622579E+01, -1.519820539619410E-03,  4.937267126642275E+02,  1.480155447698685E+08, -3.789694965484153E-01,
2458072.500000000, A.D. 2017-Nov-15 00:00:00.0000,  8.995109513422538E+07,  1.175064259476355E+08, -5.650833562575281E+03, -2.414119552509384E+01,  1.800770322166249E+01, -1.322345010791537E-03,  4.936180580468628E+02,  1.479829709350557E+08, -3.750845276675797E-01,
2458073.500000000, A.D. 2017-Nov-16 00:00:00.0000,  8.785153767072694E+07,  1.190442131021062E+08, -5.755486350432038E+03, -2.445842716107756E+01,  1.758817729600287E+01, -1.096327338656167E-03,  4.935105011230710E+02,  1.479507261804972E+08, -3.713378373568874E-01,
2458074.500000000, A.D. 2017-Nov-17 00:00:00.0000,  8.572489700567544E+07,  1.205454853728763E+08, -5.839773013949394E+03, -2.476808715467805E+01,  1.716248489689492E+01, -8.527396132373966E-04,  4.934040141890377E+02,  1.479188022007985E+08, -3.676452382833857E-01,
2458075.500000000, A.D. 2017-Nov-18 00:00:00.0000,  8.357183589891218E+07,  1.220097189244607E+08, -5.902647211626172E+03, -2.506998096961780E+01,  1.673083571411927E+01, -6.024495760765802E-04,  4.932985935852924E+02,  1.478871978988778E+08, -3.639244636407464E-01,
2458076.500000000, A.D. 2017-Nov-19 00:00:00.0000,  8.139303291179739E+07,  1.234364086339683E+08, -5.943982805430889E+03, -2.536393745428548E+01,  1.629345241952426E+01, -3.558299007853094E-04,  4.931942588043947E+02,  1.478559191184576E+08, -3.600974737927786E-01,
2458077.500000000, A.D. 2017-Nov-20 00:00:00.0000,  7.918918037984963E+07,  1.248250690075269E+08, -5.964516478769481E+03, -2.564980881259912E+01,  1.585056595605815E+01, -1.224340218426434E-04,  4.930910509838723E+02,  1.478249781922584E+08, -3.560923695691775E-01,
2458078.500000000, A.D. 2017-Nov-21 00:00:00.0000,  7.696098243794860E+07,  1.261752347069064E+08, -5.965766494907439E+03, -2.592746941749259E+01,  1.540241131061753E+01,  8.922632674224218E-05,  4.929890309434081E+02,  1.477943933535623E+08, -3.518445841076340E-01,
2458079.500000000, A.D. 2017-Nov-22 00:00:00.0000,  7.470915319246043E+07,  1.274864607509669E+08, -5.949937587693334E+03, -2.619681365955207E+01,  1.494922429907717E+01,  2.717776721032905E-04,  4.928882770185498E+02,  1.477641880867760E+08, -3.472970701875128E-01,
2458080.500000000, A.D. 2017-Nov-23 00:00:00.0000,  7.243441510261121E+07,  1.287583224986402E+08, -5.919822910897434E+03, -2.645775336734723E+01,  1.449123977070205E+01,  4.189598926744864E-04,  4.927888829967195E+02,  1.477343905086609E+08, -3.423994142309467E-01,
2458081.500000000, A.D. 2017-Nov-24 00:00:00.0000,  7.013749757646656E+07,  1.299904155431890E+08, -5.878712138436735E+03, -2.671021555442075E+01,  1.402869133686654E+01,  5.255176633802705E-04,  4.926909564415261E+02,  1.477050328659761E+08, -3.371060852287566E-01,
2458082.500000000, A.D. 2017-Nov-25 00:00:00.0000,  6.781913571828729E+07,  1.311823556404465E+08, -5.830310253083706E+03, -2.695414129846141E+01,  1.356181235095594E+01,  5.870745965692592E-04,  4.925946175929267E+02,  1.476761512057535E+08, -3.313742873267962E-01,
2458083.500000000, A.D. 2017-Nov-26 00:00:00.0000,  6.548006909764617E+07,  1.323337787533322E+08, -5.778664891883731E+03, -2.718948646177563E+01,  1.309083747701474E+01,  6.000767532610141E-04,  4.924999988626474E+02,  1.476477852240303E+08, -3.251621096942386E-01,
2458084.500000000, A.D. 2017-Nov-27 00:00:00.0000,  6.312104035829399E+07,  1.334443412206046E+08, -5.728092023335397E+03, -2.741622473264298E+01,  1.261600378506409E+01,  5.619049695262390E-04,  4.924072447134776E+02,  1.476199782296610E+08, -3.184278826555348E-01,
2458085.500000000, A.D. 2017-Nov-28 00:00:00.0000,  6.074279345997635E+07,  1.345137199476627E+08, -5.683080933190882E+03, -2.763435303629313E+01,  1.213754988098338E+01,  4.712576459660056E-04,  4.923165114174989E+02,  1.475927770718371E+08, -3.111318652001682E-01,
2458086.500000000, A.D. 2017-Nov-29 00:00:00.0000,  5.834607137348419E+07,  1.355416123704937E+08, -5.648151451319456E+03, -2.784389855939392E+01,  1.165571119100210E+01,  3.288820898772471E-04,  4.922279658421460E+02,  1.475662317761570E+08, -3.032415060559008E-01,
2458087.500000000, A.D. 2017-Nov-30 00:00:00.0000,  5.593161316940089E+07,  1.365277357759625E+08, -5.627632588900626E+03, -2.804492525911764E+01,  1.117070950212264E+01,  1.386500383500078E-04,  4.921417820821096E+02,  1.475403945348960E+08, -2.947412235086693E-01,
2458088.500000000, A.D. 2017-Dec-01 00:00:00.0000,  5.350015070321458E+07,  1.374718254317830E+08, -5.625339150726795E+03, -2.823753587901400E+01,  1.068273590154573E+01, -9.120816128227460E-05,  4.920581346326949E+02,  1.475153176604305E+08, -2.856464005145763E-01,
2458089.500000000, A.D. 2017-Dec-02 00:00:00.0000,  5.105240551320821E+07,  1.383736310158486E+08, -5.644150438837707E+03, -2.842186408421400E+01,  1.019192916691136E+01, -3.471732695166097E-04,  4.919771872330435E+02,  1.474910502405204E+08, -2.760186652738474E-01,
2458090.500000000, A.D. 2017-Dec-03 00:00:00.0000,  4.858908699391055E+07,  1.392329112057349E+08, -5.685546707294881E+03, -2.859805238780163E+01,  9.698356318361103E+00, -6.105150940682869E-04,  4.918990778463503E+02,  1.474676336354907E+08, -2.659761113221233E-01,
2458091.500000000, A.D. 2017-Dec-04 00:00:00.0000,  4.611089307786437E+07,  1.400494270575278E+08, -5.749219860970974E+03, -2.876621705990700E+01,  9.202005908986726E+00, -8.590012439744221E-04,  4.918239024019733E+02,  1.474450966042396E+08, -2.556904210455979E-01,
2458092.500000000, A.D. 2017-Dec-05 00:00:00.0000,  4.361851418247188E+07,  1.408229357022003E+08, -5.832905024074018E+03, -2.892641000465854E+01,  8.702803001202822E+00, -1.070217350265690E-03,  4.917517018922976E+02,  1.474234514359751E+08, -2.453663306216092E-01,
2458093.500000000, A.D. 2017-Dec-06 00:00:00.0000,  4.111264001567799E+07,  1.415531862999793E+08, -5.932535947091877E+03, -2.907859333974254E+01,  8.200645286743654E+00, -1.225505856823794E-03,  4.916824575317278E+02,  1.474026924989173E+08, -2.352077986265528E-01,
2458094.500000000, A.D. 2017-Dec-07 00:00:00.0000,  3.859396757137459E+07,  1.422399196067231E+08, -6.042711830399930E+03, -2.922263829950146E+01,  7.695447726310480E+00, -1.312986144039741E-03,  4.916160960926659E+02,  1.473827978399845E+08, -2.253837049212031E-01,
2458095.500000000, A.D. 2017-Dec-08 00:00:00.0000,  3.606320815460674E+07,  1.428828711316190E+08, -6.157342843711376E+03, -2.935834748215782E+01,  7.187178415637057E+00, -1.328577506707784E-03,  4.915525035306922E+02,  1.473637332695199E+08, -2.160063407472441E-01,
2458096.500000000, A.D. 2017-Dec-09 00:00:00.0000,  3.352109189094089E+07,  1.434817765893973E+08, -6.270294964961708E+03, -2.948548836067971E+01,  6.675875015905799E+00, -1.275057194886742E-03,  4.914915422187552E+02,  1.473454575279714E+08, -2.071278594787970E-01,
2458097.500000000, A.D. 2017-Dec-10 00:00:00.0000,  3.096836936680394E+07,  1.440363779215019E+08, -6.375898968122900E+03, -2.960382424657184E+01,  6.161642422120560E+00, -1.160036379697971E-03,  4.914330670398774E+02,  1.473279271103636E+08, -1.987505056652183E-01,
2458098.500000000, A.D. 2017-Dec-11 00:00:00.0000,  2.840581101315837E+07,  1.445464285795199E+08, -6.469274556636810E+03, -2.971313492161653E+01,  5.644639549867477E+00, -9.938449633990487E-04,  4.913769375363355E+02,  1.473110999085304E+08, -1.908423820598914E-01,
2458099.500000000, A.D. 2017-Dec-12 00:00:00.0000,  2.583420519598265E+07,  1.450116975076645E+08, -6.546490862585604E+03, -2.981322628133238E+01,  5.125063607215500E+00, -7.879154297074642E-04,  4.913230255659610E+02,  1.472949375064162E+08, -1.833520356385070E-01,
2458100.500000000, A.D. 2017-Dec-13 00:00:00.0000,  2.325435583514601E+07,  1.454319718551976E+08, -6.604614993080497E+03, -2.990393228997362E+01,  4.603136951989013E+00, -5.538009135723776E-04,  4.912712193383383E+02,  1.472794063900976E+08, -1.762187645398906E-01,
2458101.500000000, A.D. 2017-Dec-14 00:00:00.0000,  2.066708004230063E+07,  1.458070587329091E+08, -6.641698852464557E+03, -2.998511317775585E+01,  4.079098150366878E+00, -3.026953026346035E-04,  4.912214251441383E+02,  1.472644784662243E+08, -1.693784460696631E-01,
2458102.500000000, A.D. 2017-Dec-15 00:00:00.0000,  1.807320596839063E+07,  1.461367863641968E+08, -6.656738667629659E+03, -3.005665275112777E+01,  3.553196718007376E+00, -4.524722119669811E-05,  4.911735679142034E+02,  1.472501312296290E+08, -1.627660749825947E-01,
2458103.500000000, A.D. 2017-Dec-16 00:00:00.0000,  1.547357086364223E+07,  1.464210048940853E+08, -6.649624539442360E+03, -3.011845631007822E+01,  3.025690225630167E+00,  2.085091002825834E-04,  4.911275913441495E+02,  1.472363478006821E+08, -1.563164694915609E-01,
2458104.500000000, A.D. 2017-Dec-17 00:00:00.0000,  1.286901927344610E+07,  1.466595870023487E+08, -6.621084854826331E+03, -3.017044958714817E+01,  2.496842468155238E+00,  4.492161816912477E-04,  4.910834579328890E+02,  1.472231169368404E+08, -1.499643226528178E-01,
2458105.500000000, A.D. 2017-Dec-18 00:00:00.0000,  1.026040128888842E+07,  1.468524283698328E+08, -6.572623793229461E+03, -3.021257847092997E+01,  1.966921786491880E+00,  6.682935439319415E-04,  4.910411490083014E+02,  1.472104330403429E+08, -1.436443211233326E-01,
2458106.500000000, A.D. 2017-Dec-19 00:00:00.0000,  7.648570805260621E+06,  1.469994479896853E+08, -6.506448560796678E+03, -3.024480900870874E+01,  1.436199126921316E+00,  8.580715661159477E-04,  4.910006646715861E+02,  1.471982961415286E+08, -1.372916021905548E-01,
2458107.500000000, A.D. 2017-Dec-20 00:00:00.0000,  5.034383785834991E+06,  1.471005882993068E+08, -6.425384682007134E+03, -3.026712721963728E+01,  9.049458662070102E-01,  1.011927950859470E-03,  4.909620235683686E+02,  1.471867118302152E+08, -1.308424618148362E-01,
2458108.500000000, A.D. 2017-Dec-21 00:00:00.0000,  2.418696559131902E+06,  1.471558151249551E+08, -6.332780656494200E+03, -3.027953849678125E+01,  3.734317140404267E-01,  1.124392648509498E-03,  4.909252624540685E+02,  1.471756911254003E+08, -1.242350165428579E-01,
2458109.500000000, A.D. 2017-Dec-22 00:00:00.0000, -1.976358174071267E+05,  1.471651174622110E+08, -6.232405619233847E+03, -3.028206671587258E+01, -1.580769339482183E-01,  1.191204324959727E-03,  4.908904356156816E+02,  1.471652503019159E+08, -1.174094898966150E-01,
2458110.500000000, A.D. 2017-Dec-23 00:00:00.0000, -2.813761118476737E+06,  1.471285071421773E+08, -6.128343866579235E+03, -3.027475347417223E+01, -6.893179834763841E-01,  1.209331424279203E-03,  4.908576142908511E+02,  1.471554107162701E+08, -1.103079322073895E-01,
2458111.500000000, A.D. 2017-Dec-24 00:00:00.0000, -5.428831472914703E+06,  1.470460184376756E+08, -6.024887549936771E+03, -3.025765804988335E+01, -1.220034099818620E+00,  1.177003676364974E-03,  4.908268862438277E+02,  1.471461986795235E+08, -1.028734527006533E-01,
2458112.500000000, A.D. 2017-Dec-25 00:00:00.0000, -8.042004933881777E+06,  1.469177076338447E+08, -5.926423663303256E+03, -3.023085863398381E+01, -1.749973208029771E+00,  1.093826277180909E-03,  4.907983555857878E+02,  1.471376454034213E+08, -9.504939608440692E-02,
2458113.500000000, A.D. 2017-Dec-26 00:00:00.0000, -1.065244722146638E+07,  1.467436525179772E+08, -5.837304564848542E+03, -3.019445509238586E+01, -2.278890072202822E+00,  9.610607067344068E-04,  4.907721427455388E+02,  1.471297869916119E+08, -8.677929534523048E-02,
2458114.500000000, A.D. 2017-Dec-27 00:00:00.0000, -1.325933376008998E+07,  1.465239516357276E+08, -5.761684382781386E+03, -3.014857289410009E+01, -2.806550386189924E+00,  7.821421087708114E-04,  4.907483841984326E+02,  1.471226643583765E+08, -7.800883169536198E-02,
2458115.500000000, A.D. 2017-Dec-28 00:00:00.0000, -1.586185205974367E+07,  1.462587230287624E+08, -5.703299759045243E+03, -3.009336679588021E+01, -3.332738926501028E+00,  5.634437843438089E-04,  4.907272311624876E+02,  1.471163228377363E+08, -6.869129475910984E-02,
2458116.500000000, A.D. 2017-Dec-29 00:00:00.0000, -1.845920430768748E+07,  1.459481020532905E+08, -5.665177565872669E+03, -3.002902142036103E+01, -3.857272723684130E+00,  3.151671429597602E-04,  4.907088460549518E+02,  1.471108111211576E+08, -5.879780884092427E-02,
2458117.500000000, A.D. 2017-Dec-30 00:00:00.0000, -2.105060972601249E+07,  1.455922378683490E+08, -5.649271547675133E+03, -2.995574448028829E+01, -4.380018265034385E+00,  5.201971471069378E-05,  4.906933952939438E+02,  1.471061790995371E+08, -4.833226817046420E-02,
2458118.500000000, A.D. 2017-Dec-31 00:00:00.0000, -2.363530586777251E+07,  1.451912884134170E+08, -5.656069478586316E+03, -2.987374843595533E+01, -4.900908128711264E+00, -2.068893942137606E-04,  4.906810374289905E+02,  1.471024743048271E+08, -3.734799675168181E-02,
2458119.500000000, A.D. 2018-Jan-01 00:00:00.0000, -2.621254777794375E+07,  1.447454142748884E+08, -5.684266062103212E+03, -2.978321980060061E+01, -5.419948381302694E+00, -4.395518612856364E-04,  4.906719070062454E+02,  1.470997370729497E+08, -2.595925304409055E-02,
2458120.500000000, A.D. 2018-Jan-02 00:00:00.0000, -2.878160417573164E+07,  1.442547726678849E+08, -5.730635868303478E+03, -2.968428272490971E+01, -5.937207192440756E+00, -6.241557798962738E-04,  4.906660969404746E+02,  1.470979952590511E+08, -1.433870406111442E-02,
2458121.500000000, A.D. 2018-Jan-03 00:00:00.0000, -3.134175074028703E+07,  1.437195133696947E+08, -5.790220797665417E+03, -2.957697109143843E+01, -6.452781446457971E+00, -7.430688774916483E-04,  4.906636443429385E+02,  1.470972599888074E+08, -2.695831743518463E-03,
2458122.500000000, A.D. 2018-Jan-04 00:00:00.0000, -3.389226189980979E+07,  1.431397782079143E+08, -5.856846571244299E+03, -2.946122359464744E+01, -6.966750386084332E+00, -7.861890654630166E-04,  4.906645248700738E+02,  1.470975239642015E+08,  8.758852185277593E-03,
2458123.500000000, A.D. 2018-Jan-05 00:00:00.0000, -3.643240338193616E+07,  1.425157044687818E+08, -5.923846864499152E+03, -2.933690564808921E+01, -7.479134429542197E+00, -7.522322113495683E-04,  4.906686577962314E+02,  1.470987629842931E+08,  1.984974518433527E-02,
2458124.500000000, A.D. 2018-Jan-06 00:00:00.0000, -3.896142747807923E+07,  1.418474310491568E+08, -5.984792756885290E+03, -2.920384765208487E+01, -7.989874513303906E+00, -6.476286811221144E-04,  4.906759196898739E+02,  1.471009400452379E+08,  3.045814754707278E-02,
2458125.500000000, A.D. 2018-Jan-07 00:00:00.0000, -4.147857171012192E+07,  1.411351053509706E+08, -6.034052640438080E+03, -2.906188281034694E+01, -8.498834919559455E+00, -4.839159594287601E-04,  4.906861616785662E+02,  1.471040105162027E+08,  4.052528103522842E-02,
2458126.500000000, A.D. 2018-Jan-08 00:00:00.0000, -4.398306028180949E+07,  1.403788891914247E+08, -6.067109541580081E+03, -2.891087257312280E+01, -9.005821334522736E+00, -2.749314766949951E-04,  4.906992253555642E+02,  1.471079269080405E+08,  5.004120314521530E-02,
2458127.500000000, A.D. 2018-Jan-09 00:00:00.0000, -4.647410707282933E+07,  1.395789629080134E+08, -6.080661978475749E+03, -2.875071718016222E+01, -9.510602873831791E+00, -3.470233252045318E-05,  4.907149545182303E+02,  1.471126423923785E+08,  5.902839458169090E-02,
2458128.500000000, A.D. 2018-Jan-10 00:00:00.0000, -4.895091903144290E+07,  1.387355276862715E+08, -6.072583531141281E+03, -2.858135527189526E+01, -1.001293034992699E+01,  2.237193187539788E-04,  4.907332022811894E+02,  1.471181129340890E+08,  6.752690327356246E-02,
2458129.500000000, A.D. 2018-Jan-11 00:00:00.0000, -5.141269926564532E+07,  1.378488065850799E+08, -6.041816916801035E+03, -2.840275817533163E+01, -1.051254804432780E+01,  4.886568048063644E-04,  4.907538345424453E+02,  1.471242983304049E+08,  7.558411138127154E-02,
2458130.500000000, A.D. 2018-Jan-12 00:00:00.0000, -5.385864957317951E+07,  1.369190448110803E+08, -5.988255092762411E+03, -2.821492318084239E+01, -1.100919957549748E+01,  7.497610127762400E-04,  4.907767312093072E+02,  1.471311625784435E+08,  8.324929685248326E-02,
2458131.500000000, A.D. 2018-Jan-13 00:00:00.0000, -5.628797243829554E+07,  1.359465096745243E+08, -5.912635668426752E+03, -2.801786816731265E+01, -1.150262974864804E+01,  9.977883784637598E-04,  4.908017864149450E+02,  1.471386739401273E+08,  9.057182940431163E-02,
